"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"23041","Native",1,38,"disamb","tt","disamb tt",6,0,328,328,"Unambiguous","Consistent",328
"23043","Native",1,39,"disamb","tt","disamb tt",7,0,1822,1822,"Ambiguous","Inconsistent",1822
"23045","Native",1,26,"disamb","tt","disamb tt",6,0,336,336,"Unambiguous","Consistent",336
"23047","Native",1,34,"disamb","tt","disamb tt",6,0,283,283,"Unambiguous","Consistent",283
"23049","Native",1,46,"disamb","tt","disamb tt",6,0,376,376,"Unambiguous","Consistent",376
"23051","Native",1,29,"disamb","tt","disamb tt",5,0,485,485,"Ambiguous","Consistent",485
"23053","Native",1,36,"disamb","tt","disamb tt",8,0,1782,1782,"Unambiguous","Inconsistent",1782
"23055","Native",1,30,"disamb","tt","disamb tt",6,0,546,546,"Unambiguous","Consistent",546
"23057","Native",1,40,"disamb","tt","disamb tt",8,0,513,513,"Unambiguous","Inconsistent",513
"23059","Native",1,33,"disamb","tt","disamb tt",5,0,558,558,"Ambiguous","Consistent",558
"23061","Native",1,43,"disamb","tt","disamb tt",7,0,1409,1409,"Ambiguous","Inconsistent",1409
"23063","Native",1,28,"disamb","tt","disamb tt",8,0,732,732,"Unambiguous","Inconsistent",732
"23065","Native",1,31,"disamb","tt","disamb tt",7,0,751,751,"Ambiguous","Inconsistent",751
"23067","Native",1,45,"disamb","tt","disamb tt",5,0,298,298,"Ambiguous","Consistent",298
"23069","Native",1,25,"disamb","tt","disamb tt",5,0,956,956,"Ambiguous","Consistent",956
"23071","Native",1,41,"disamb","tt","disamb tt",5,0,752,752,"Ambiguous","Consistent",752
"23073","Native",1,42,"disamb","tt","disamb tt",6,0,1555,1555,"Unambiguous","Consistent",1555
"23075","Native",1,37,"disamb","tt","disamb tt",5,0,1224,1224,"Ambiguous","Consistent",1224
"23077","Native",1,32,"disamb","tt","disamb tt",8,0,1022,1022,"Unambiguous","Inconsistent",1022
"23079","Native",1,48,"disamb","tt","disamb tt",8,0,269,269,"Unambiguous","Inconsistent",269
"23081","Native",1,47,"disamb","tt","disamb tt",7,0,177,177,"Ambiguous","Inconsistent",177
"23083","Native",1,44,"disamb","tt","disamb tt",8,0,405,405,"Unambiguous","Inconsistent",405
"23085","Native",1,27,"disamb","tt","disamb tt",7,0,2518,2518,"Ambiguous","Inconsistent",2518
"23087","Native",1,35,"disamb","tt","disamb tt",7,0,1217,1217,"Ambiguous","Inconsistent",1217
"23089","Native",2,46,"disamb","tt","disamb tt",7,0,3285,3285,"Ambiguous","Inconsistent",NA
